meter_id,tariff_zone_id,measured_at,consumption_kwh,voltage_v,power_factor,quality_flag
4,1,2025-01-02 06:00:00,5.5766,228.5,0.966,valid
5,1,2025-01-02 06:00:00,5.6449,231.03,0.936,valid
6,1,2025-01-02 06:00:00,5.2273,226.72,0.969,valid
7,1,2025-01-02 06:00:00,4.8478,226.73,0.935,valid
8,1,2025-01-02 06:00:00,4.4218,227.53,0.962,valid
9,1,2025-01-02 06:00:00,4.1184,231.84,0.94,valid
10,1,2025-01-02 06:00:00,3.9306,223.19,0.975,valid
11,1,2025-01-02 06:00:00,3.6988,226.42,0.923,valid
12,1,2025-01-02 06:00:00,3.4956,218.7,0.946,valid
13,1,2025-01-02 06:00:00,3.5121,227.16,0.913,valid
14,1,2025-01-02 06:00:00,3.3365,219.02,0.987,valid
1,2,2025-01-02 07:00:00,9.1011,226.46,0.955,valid
2,2,2025-01-02 07:00:00,7.5896,223.72,0.978,valid
3,2,2025-01-02 07:00:00,6.7921,228.95,0.929,valid
4,2,2025-01-02 07:00:00,6.1793,220.94,0.963,valid
5,2,2025-01-02 07:00:00,5.8821,227.4,0.976,valid
6,2,2025-01-02 07:00:00,5.3855,220.09,0.968,valid
7,2,2025-01-02 07:00:00,5.0595,228.85,0.962,valid
8,2,2025-01-02 07:00:00,4.6232,226.93,0.913,valid
9,2,2025-01-02 07:00:00,4.3503,228.26,0.916,valid
10,2,2025-01-02 07:00:00,4.1822,231.8,0.969,valid
11,2,2025-01-02 07:00:00,3.793,227.51,0.967,valid
12,2,2025-01-02 07:00:00,3.5455,227.65,0.928,valid
13,2,2025-01-02 07:00:00,3.3947,224.14,0.948,valid
14,2,2025-01-02 07:00:00,3.6174,218.96,0.955,valid
1,3,2025-01-02 08:00:00,13.0241,230.58,0.941,valid
2,3,2025-01-02 08:00:00,10.6149,221.12,0.916,valid
3,3,2025-01-02 08:00:00,9.6345,220.68,0.918,valid
4,3,2025-01-02 08:00:00,9.3512,230.93,0.916,valid
5,3,2025-01-02 08:00:00,8.6332,222.82,0.967,valid
6,3,2025-01-02 08:00:00,8.4898,229.17,0.988,valid
7,3,2025-01-02 08:00:00,7.7793,228.01,0.969,valid
8,3,2025-01-02 08:00:00,6.8374,223.67,0.976,valid
9,3,2025-01-02 08:00:00,6.4141,220.5,0.984,valid
10,3,2025-01-02 08:00:00,6.4663,231.94,0.952,valid
11,3,2025-01-02 08:00:00,5.7028,221.21,0.951,valid
12,3,2025-01-02 08:00:00,5.4493,225.12,0.962,valid
13,3,2025-01-02 08:00:00,5.3922,219.89,0.96,valid
14,3,2025-01-02 08:00:00,5.409,225.68,0.978,valid
1,3,2025-01-02 09:00:00,13.3387,225.11,0.946,valid
2,3,2025-01-02 09:00:00,11.3102,227.29,0.923,valid
3,3,2025-01-02 09:00:00,10.7606,223.02,0.984,valid
4,3,2025-01-02 09:00:00,9.6243,222.41,0.969,valid
5,3,2025-01-02 09:00:00,8.6757,225.48,0.933,valid
6,3,2025-01-02 09:00:00,8.2519,222.25,0.982,valid
7,3,2025-01-02 09:00:00,8.1873,218.37,0.925,valid
8,3,2025-01-02 09:00:00,7.2453,224.08,0.917,valid
9,3,2025-01-02 09:00:00,7.1086,230.01,0.922,valid
10,3,2025-01-02 09:00:00,6.2882,222.33,0.966,valid
11,3,2025-01-02 09:00:00,5.6175,230.95,0.967,valid
12,3,2025-01-02 09:00:00,5.7186,227.51,0.912,valid
13,3,2025-01-02 09:00:00,5.3565,224.49,0.96,valid
14,3,2025-01-02 09:00:00,5.4562,230.83,0.967,valid
1,3,2025-01-02 10:00:00,12.1552,229.05,0.934,valid
2,3,2025-01-02 10:00:00,10.4504,227.65,0.926,valid
3,3,2025-01-02 10:00:00,9.1212,231.66,0.953,valid
4,3,2025-01-02 10:00:00,8.3846,222.36,0.943,valid
5,3,2025-01-02 10:00:00,7.6943,227.62,0.918,valid
6,3,2025-01-02 10:00:00,7.5063,222.09,0.985,valid
7,3,2025-01-02 10:00:00,7.0562,228.43,0.935,valid
8,3,2025-01-02 10:00:00,6.8076,231.35,0.965,valid
9,3,2025-01-02 10:00:00,5.847,221.09,0.943,valid
10,3,2025-01-02 10:00:00,5.771,226.48,0.937,valid
11,3,2025-01-02 10:00:00,5.3532,219.47,0.946,valid
12,3,2025-01-02 10:00:00,4.9561,224.88,0.987,valid
13,3,2025-01-02 10:00:00,4.7727,226.17,0.969,valid
14,3,2025-01-02 10:00:00,4.7957,220.19,0.928,valid
1,2,2025-01-02 11:00:00,12.6867,226.1,0.952,valid
2,2,2025-01-02 11:00:00,11.2397,231.66,0.932,valid
3,2,2025-01-02 11:00:00,10.3458,220.89,0.984,valid
4,2,2025-01-02 11:00:00,9.2734,228.83,0.958,valid
5,2,2025-01-02 11:00:00,8.5025,229.1,0.982,valid
6,2,2025-01-02 11:00:00,8.5689,218.82,0.969,valid
7,2,2025-01-02 11:00:00,7.4424,220.4,0.989,valid
8,2,2025-01-02 11:00:00,6.9298,225.64,0.982,valid
9,2,2025-01-02 11:00:00,6.5262,229.66,0.967,valid
10,2,2025-01-02 11:00:00,6.0329,230.42,0.963,valid
11,2,2025-01-02 11:00:00,5.7967,221.14,0.983,valid
12,2,2025-01-02 11:00:00,5.4132,230.5,0.964,valid
13,2,2025-01-02 11:00:00,5.1551,222.26,0.92,valid
14,2,2025-01-02 11:00:00,5.2917,220.3,0.974,valid
1,2,2025-01-02 12:00:00,13.0897,219.24,0.931,valid
2,2,2025-01-02 12:00:00,11.2812,221.06,0.957,valid
3,2,2025-01-02 12:00:00,10.1516,218.65,0.935,valid
4,2,2025-01-02 12:00:00,8.9418,230.76,0.968,valid
5,2,2025-01-02 12:00:00,8.7241,228.16,0.941,valid
6,2,2025-01-02 12:00:00,8.0121,222.61,0.979,valid
7,2,2025-01-02 12:00:00,8.0307,219.26,0.978,valid
8,2,2025-01-02 12:00:00,7.1096,220.06,0.95,valid
9,2,2025-01-02 12:00:00,6.2877,221.42,0.941,valid
10,2,2025-01-02 12:00:00,5.8838,231.88,0.912,valid
11,2,2025-01-02 12:00:00,5.6175,225.04,0.93,valid
12,2,2025-01-02 12:00:00,5.2166,231.46,0.985,valid
13,2,2025-01-02 12:00:00,5.367,230.15,0.937,valid
14,2,2025-01-02 12:00:00,5.177,218.33,0.913,valid
1,2,2025-01-02 13:00:00,13.6514,231.59,0.964,valid
2,2,2025-01-02 13:00:00,11.0308,229.45,0.983,valid
3,2,2025-01-02 13:00:00,9.4872,229.23,0.931,valid
4,2,2025-01-02 13:00:00,8.6661,221.53,0.967,valid
5,2,2025-01-02 13:00:00,8.9105,222.39,0.939,valid
6,2,2025-01-02 13:00:00,7.7403,229.73,0.944,valid
7,2,2025-01-02 13:00:00,7.3718,219.32,0.949,valid
8,2,2025-01-02 13:00:00,6.9287,223.19,0.929,valid
9,2,2025-01-02 13:00:00,6.719,231.7,0.96,valid
10,2,2025-01-02 13:00:00,6.3799,218.09,0.932,valid
11,2,2025-01-02 13:00:00,5.5849,231.41,0.979,valid
12,2,2025-01-02 13:00:00,4.9989,218.18,0.922,valid
13,2,2025-01-02 13:00:00,5.2251,225.94,0.987,valid
14,2,2025-01-02 13:00:00,5.1085,220.96,0.966,valid
1,2,2025-01-02 14:00:00,12.4058,220.14,0.987,valid
2,2,2025-01-02 14:00:00,10.9882,220.83,0.971,valid
3,2,2025-01-02 14:00:00,9.8757,224.87,0.935,valid
4,2,2025-01-02 14:00:00,8.8284,222.73,0.959,valid
5,2,2025-01-02 14:00:00,8.7619,218.35,0.97,valid
6,2,2025-01-02 14:00:00,8.3044,220.97,0.91,valid
7,2,2025-01-02 14:00:00,7.4446,226.87,0.982,valid
8,2,2025-01-02 14:00:00,7.1115,225.21,0.964,valid
9,2,2025-01-02 14:00:00,6.638,225.37,0.914,valid
10,2,2025-01-02 14:00:00,6.1382,227.51,0.949,valid
11,2,2025-01-02 14:00:00,5.5929,221.24,0.989,valid
12,2,2025-01-02 14:00:00,5.4074,231.99,0.914,valid
13,2,2025-01-02 14:00:00,5.156,220.57,0.923,valid
14,2,2025-01-02 14:00:00,5.4883,219.72,0.925,valid
1,2,2025-01-02 15:00:00,11.8838,228.03,0.953,valid
2,2,2025-01-02 15:00:00,9.5989,224.58,0.948,valid
3,2,2025-01-02 15:00:00,9.4524,225.26,0.95,valid
4,2,2025-01-02 15:00:00,8.6985,231.56,0.955,valid
5,2,2025-01-02 15:00:00,7.7145,221.11,0.977,valid
6,2,2025-01-02 15:00:00,7.6309,220.58,0.945,valid
7,2,2025-01-02 15:00:00,6.9461,222.44,0.941,valid
8,2,2025-01-02 15:00:00,6.4005,229.78,0.957,valid
9,2,2025-01-02 15:00:00,5.7139,228.68,0.928,valid
10,2,2025-01-02 15:00:00,5.3806,231.31,0.914,valid
11,2,2025-01-02 15:00:00,5.1707,227.1,0.949,valid
12,2,2025-01-02 15:00:00,4.9073,225.14,0.961,valid
13,2,2025-01-02 15:00:00,4.6475,221.01,0.96,valid
14,2,2025-01-02 15:00:00,4.6682,218.55,0.962,valid
1,2,2025-01-02 16:00:00,14.214,228.83,0.984,valid
2,2,2025-01-02 16:00:00,11.7797,220.15,0.942,valid
3,2,2025-01-02 16:00:00,10.9865,224.21,0.931,valid
4,2,2025-01-02 16:00:00,9.5197,226.43,0.96,valid
5,2,2025-01-02 16:00:00,9.3549,227.97,0.957,valid
6,2,2025-01-02 16:00:00,8.7487,223.33,0.975,valid
7,2,2025-01-02 16:00:00,8.428,226.37,0.956,valid
8,2,2025-01-02 16:00:00,7.1123,230.26,0.911,valid
9,2,2025-01-02 16:00:00,6.9508,218.4,0.985,valid
10,2,2025-01-02 16:00:00,6.7528,229.93,0.925,valid
11,2,2025-01-02 16:00:00,6.1433,225.14,0.951,valid
12,2,2025-01-02 16:00:00,5.7423,228.62,0.912,valid
13,2,2025-01-02 16:00:00,5.6018,231.76,0.985,valid
14,2,2025-01-02 16:00:00,5.5897,229.01,0.956,valid
1,2,2025-01-02 17:00:00,12.8888,231.92,0.983,valid
2,2,2025-01-02 17:00:00,11.0107,227.65,0.971,valid
3,2,2025-01-02 17:00:00,9.9952,223.06,0.984,valid
4,2,2025-01-02 17:00:00,8.7954,221.29,0.923,valid
5,2,2025-01-02 17:00:00,8.073,220.36,0.972,valid
6,2,2025-01-02 17:00:00,8.0998,226.77,0.939,valid
7,2,2025-01-02 17:00:00,7.6497,224.4,0.944,valid
8,2,2025-01-02 17:00:00,6.706,227.86,0.971,valid
9,2,2025-01-02 17:00:00,6.3128,223.65,0.94,valid
10,2,2025-01-02 17:00:00,6.0862,228.86,0.937,valid
11,2,2025-01-02 17:00:00,5.5018,229.61,0.958,valid
12,2,2025-01-02 17:00:00,5.0661,226.07,0.966,valid
13,2,2025-01-02 17:00:00,5.2303,221.2,0.933,valid
14,2,2025-01-02 17:00:00,5.179,223.47,0.94,valid
1,2,2025-01-02 18:00:00,11.0479,225.53,0.954,valid
2,2,2025-01-02 18:00:00,8.5185,226.22,0.931,valid
3,2,2025-01-02 18:00:00,8.2931,226.92,0.919,valid
4,2,2025-01-02 18:00:00,7.0764,218.18,0.98,valid
5,2,2025-01-02 18:00:00,6.658,225.95,0.942,valid
6,2,2025-01-02 18:00:00,6.3673,220.95,0.971,valid
7,2,2025-01-02 18:00:00,6.4938,228.85,0.957,valid
8,2,2025-01-02 18:00:00,5.9006,220.7,0.929,valid
9,2,2025-01-02 18:00:00,5.2577,228.18,0.979,valid
10,2,2025-01-02 18:00:00,4.9223,228.45,0.949,valid
11,2,2025-01-02 18:00:00,4.5909,222.28,0.953,valid
12,2,2025-01-02 18:00:00,4.2855,230.76,0.938,valid
13,2,2025-01-02 18:00:00,4.0548,229.59,0.959,valid
14,2,2025-01-02 18:00:00,4.3572,225.85,0.912,valid
1,2,2025-01-02 19:00:00,10.4184,229.0,0.966,valid
2,2,2025-01-02 19:00:00,9.2907,230.06,0.919,valid
3,2,2025-01-02 19:00:00,8.0629,220.71,0.984,valid
4,2,2025-01-02 19:00:00,7.3298,221.62,0.983,valid
5,2,2025-01-02 19:00:00,6.8697,230.98,0.979,valid
6,2,2025-01-02 19:00:00,6.8525,221.88,0.941,valid
7,2,2025-01-02 19:00:00,6.0402,220.82,0.99,valid
8,2,2025-01-02 19:00:00,5.7397,223.59,0.955,valid
9,2,2025-01-02 19:00:00,5.5253,221.53,0.975,valid
10,2,2025-01-02 19:00:00,5.0672,222.32,0.925,valid
11,2,2025-01-02 19:00:00,4.7144,230.87,0.944,valid
12,2,2025-01-02 19:00:00,4.3027,225.28,0.912,valid
13,2,2025-01-02 19:00:00,4.3576,229.71,0.971,valid
14,2,2025-01-02 19:00:00,4.1939,219.02,0.985,valid
1,3,2025-01-02 20:00:00,9.964,228.52,0.96,valid
2,3,2025-01-02 20:00:00,8.5165,222.66,0.965,valid
3,3,2025-01-02 20:00:00,7.8191,231.49,0.951,valid
4,3,2025-01-02 20:00:00,6.8325,224.34,0.942,valid
5,3,2025-01-02 20:00:00,6.5163,224.89,0.962,valid
6,3,2025-01-02 20:00:00,6.0416,219.33,0.95,valid
7,3,2025-01-02 20:00:00,6.2327,222.42,0.99,valid
8,3,2025-01-02 20:00:00,5.4943,226.54,0.989,valid
9,3,2025-01-02 20:00:00,4.9509,228.73,0.956,valid
10,3,2025-01-02 20:00:00,4.6883,226.58,0.917,valid
11,3,2025-01-02 20:00:00,4.2432,229.28,0.935,valid
12,3,2025-01-02 20:00:00,4.0088,227.06,0.979,valid
13,3,2025-01-02 20:00:00,3.9153,229.53,0.958,valid
14,3,2025-01-02 20:00:00,4.2387,230.31,0.951,valid
1,3,2025-01-02 21:00:00,10.4798,227.37,0.933,valid
2,3,2025-01-02 21:00:00,8.1736,230.68,0.956,valid
3,3,2025-01-02 21:00:00,7.6928,229.69,0.976,valid
4,3,2025-01-02 21:00:00,6.8258,222.2,0.978,valid
5,3,2025-01-02 21:00:00,6.381,219.99,0.93,valid
6,3,2025-01-02 21:00:00,6.0121,230.87,0.952,valid
7,3,2025-01-02 21:00:00,6.1101,222.94,0.976,valid
8,3,2025-01-02 21:00:00,5.2378,225.59,0.941,valid
9,3,2025-01-02 21:00:00,4.9903,219.55,0.938,valid
10,3,2025-01-02 21:00:00,4.6201,230.49,0.937,valid
11,3,2025-01-02 21:00:00,4.3189,226.63,0.934,valid
12,3,2025-01-02 21:00:00,4.0763,227.92,0.913,valid
13,3,2025-01-02 21:00:00,4.1991,223.37,0.913,valid
14,3,2025-01-02 21:00:00,4.0155,219.92,0.951,valid
1,2,2025-01-02 22:00:00,8.8427,222.23,0.987,valid
2,2,2025-01-02 22:00:00,7.9403,225.42,0.964,valid
3,2,2025-01-02 22:00:00,6.7678,225.4,0.912,valid
4,2,2025-01-02 22:00:00,6.6309,225.51,0.945,valid
5,2,2025-01-02 22:00:00,6.3081,222.1,0.947,valid
6,2,2025-01-02 22:00:00,5.463,227.83,0.955,valid
7,2,2025-01-02 22:00:00,5.3563,219.07,0.951,valid
8,2,2025-01-02 22:00:00,4.7286,218.4,0.972,valid
9,2,2025-01-02 22:00:00,4.5924,230.07,0.953,valid
10,2,2025-01-02 22:00:00,4.3368,229.48,0.914,valid
11,2,2025-01-02 22:00:00,4.1372,219.45,0.937,valid
12,2,2025-01-02 22:00:00,3.8666,227.45,0.974,valid
13,2,2025-01-02 22:00:00,3.5956,224.51,0.939,valid
14,2,2025-01-02 22:00:00,3.6933,221.73,0.966,valid
1,1,2025-01-02 23:00:00,9.2478,219.18,0.931,valid
2,1,2025-01-02 23:00:00,8.1161,222.46,0.98,valid
3,1,2025-01-02 23:00:00,7.0492,224.37,0.952,valid
4,1,2025-01-02 23:00:00,6.741,222.57,0.97,valid
5,1,2025-01-02 23:00:00,6.0879,231.82,0.947,valid
6,1,2025-01-02 23:00:00,5.907,225.99,0.92,valid
7,1,2025-01-02 23:00:00,5.6872,219.37,0.956,valid
8,1,2025-01-02 23:00:00,5.2035,231.77,0.963,valid
9,1,2025-01-02 23:00:00,4.884,228.44,0.983,valid
10,1,2025-01-02 23:00:00,4.2852,222.6,0.933,valid
11,1,2025-01-02 23:00:00,4.1964,224.75,0.954,valid
12,1,2025-01-02 23:00:00,3.8098,229.4,0.951,valid
13,1,2025-01-02 23:00:00,3.6991,231.88,0.965,valid
14,1,2025-01-02 23:00:00,3.7623,231.33,0.918,valid
1,1,2025-01-03 00:00:00,6.2136,227.18,0.979,valid
2,1,2025-01-03 00:00:00,5.5208,220.68,0.921,valid
3,1,2025-01-03 00:00:00,4.7807,229.71,0.92,valid
4,1,2025-01-03 00:00:00,4.7051,225.8,0.922,valid
5,1,2025-01-03 00:00:00,4.2935,228.3,0.913,valid
6,1,2025-01-03 00:00:00,4.0116,219.76,0.927,valid
7,1,2025-01-03 00:00:00,3.8592,221.27,0.981,valid
8,1,2025-01-03 00:00:00,3.4223,221.24,0.933,valid
9,1,2025-01-03 00:00:00,3.1217,227.0,0.918,valid
10,1,2025-01-03 00:00:00,2.9544,219.81,0.978,valid
11,1,2025-01-03 00:00:00,2.725,229.19,0.969,valid
12,1,2025-01-03 00:00:00,2.5584,220.01,0.967,valid
13,1,2025-01-03 00:00:00,2.4995,225.16,0.951,valid
14,1,2025-01-03 00:00:00,2.5647,223.78,0.939,valid
1,1,2025-01-03 01:00:00,7.0557,226.37,0.949,valid
2,1,2025-01-03 01:00:00,5.8896,219.66,0.98,valid
3,1,2025-01-03 01:00:00,5.1044,228.31,0.983,valid
4,1,2025-01-03 01:00:00,4.791,218.41,0.948,valid
5,1,2025-01-03 01:00:00,4.4274,226.31,0.916,valid
6,1,2025-01-03 01:00:00,4.4911,224.71,0.914,valid
7,1,2025-01-03 01:00:00,4.2244,218.62,0.913,valid
8,1,2025-01-03 01:00:00,3.8752,222.0,0.987,valid
9,1,2025-01-03 01:00:00,3.4809,231.17,0.965,valid
10,1,2025-01-03 01:00:00,3.3047,227.79,0.914,valid
11,1,2025-01-03 01:00:00,3.0011,218.03,0.973,valid
12,1,2025-01-03 01:00:00,2.8863,229.95,0.941,valid
13,1,2025-01-03 01:00:00,2.7272,229.53,0.95,valid
14,1,2025-01-03 01:00:00,2.7315,225.48,0.922,valid
1,1,2025-01-03 02:00:00,6.1491,221.24,0.915,valid
2,1,2025-01-03 02:00:00,5.2861,229.99,0.971,valid
3,1,2025-01-03 02:00:00,5.0084,228.77,0.959,valid
4,1,2025-01-03 02:00:00,4.5487,221.61,0.943,valid
5,1,2025-01-03 02:00:00,4.2893,228.58,0.99,valid
6,1,2025-01-03 02:00:00,4.1438,225.82,0.936,valid
7,1,2025-01-03 02:00:00,3.6563,231.31,0.973,valid
8,1,2025-01-03 02:00:00,3.5004,225.56,0.942,valid
9,1,2025-01-03 02:00:00,3.2483,230.14,0.934,valid
10,1,2025-01-03 02:00:00,3.0115,228.48,0.946,valid
11,1,2025-01-03 02:00:00,2.8114,222.32,0.987,valid
12,1,2025-01-03 02:00:00,2.5137,224.21,0.952,valid
13,1,2025-01-03 02:00:00,2.4487,224.38,0.978,valid
14,1,2025-01-03 02:00:00,2.6677,229.95,0.973,valid
1,1,2025-01-03 03:00:00,7.5468,224.27,0.933,valid
2,1,2025-01-03 03:00:00,6.02,231.23,0.99,valid
3,1,2025-01-03 03:00:00,5.5279,226.23,0.986,valid
4,1,2025-01-03 03:00:00,5.0855,221.73,0.931,valid
5,1,2025-01-03 03:00:00,4.7182,222.99,0.966,valid
6,1,2025-01-03 03:00:00,4.6423,224.74,0.984,valid
7,1,2025-01-03 03:00:00,4.1053,219.49,0.917,valid
8,1,2025-01-03 03:00:00,3.8187,224.54,0.958,valid
9,1,2025-01-03 03:00:00,3.7118,230.92,0.972,valid
10,1,2025-01-03 03:00:00,3.3974,225.15,0.949,valid
11,1,2025-01-03 03:00:00,3.0997,222.11,0.936,valid
12,1,2025-01-03 03:00:00,2.999,218.6,0.924,valid
13,1,2025-01-03 03:00:00,2.9266,231.74,0.939,valid
14,1,2025-01-03 03:00:00,2.9782,224.5,0.951,valid
1,1,2025-01-03 04:00:00,6.6027,222.68,0.932,valid
2,1,2025-01-03 04:00:00,5.6543,219.19,0.963,valid
3,1,2025-01-03 04:00:00,5.0522,219.04,0.913,valid
4,1,2025-01-03 04:00:00,4.751,230.62,0.959,valid
5,1,2025-01-03 04:00:00,4.2557,218.95,0.96,valid
6,1,2025-01-03 04:00:00,4.3321,228.99,0.97,valid
7,1,2025-01-03 04:00:00,3.9087,225.78,0.976,valid
8,1,2025-01-03 04:00:00,3.7153,219.87,0.923,valid
9,1,2025-01-03 04:00:00,3.5028,231.93,0.971,valid
10,1,2025-01-03 04:00:00,3.2428,230.13,0.97,valid
11,1,2025-01-03 04:00:00,2.9436,222.78,0.958,valid
12,1,2025-01-03 04:00:00,2.8093,220.32,0.968,valid
13,1,2025-01-03 04:00:00,2.8033,230.75,0.943,valid
14,1,2025-01-03 04:00:00,2.8384,218.02,0.934,valid
1,1,2025-01-03 05:00:00,7.3118,222.9,0.938,valid
2,1,2025-01-03 05:00:00,5.655,227.49,0.92,valid
3,1,2025-01-03 05:00:00,5.5938,223.37,0.926,valid
4,1,2025-01-03 05:00:00,4.6469,220.9,0.953,valid
5,1,2025-01-03 05:00:00,4.7666,220.7,0.932,valid
6,1,2025-01-03 05:00:00,4.3658,229.88,0.978,valid
7,1,2025-01-03 05:00:00,4.1177,220.66,0.917,valid
8,1,2025-01-03 05:00:00,3.8263,218.07,0.978,valid
9,1,2025-01-03 05:00:00,3.3797,228.72,0.92,valid
10,1,2025-01-03 05:00:00,3.2817,226.63,0.919,valid
11,1,2025-01-03 05:00:00,3.1716,224.33,0.942,valid
12,1,2025-01-03 05:00:00,2.8522,225.27,0.967,valid
13,1,2025-01-03 05:00:00,2.9084,230.71,0.924,valid
14,1,2025-01-03 05:00:00,2.869,230.47,0.952,valid
1,1,2025-01-03 06:00:00,8.562,222.01,0.973,valid
2,1,2025-01-03 06:00:00,7.0009,229.94,0.975,valid
3,1,2025-01-03 06:00:00,6.4244,230.73,0.988,valid
4,1,2025-01-03 06:00:00,5.6011,222.98,0.926,valid
5,1,2025-01-03 06:00:00,5.3562,218.64,0.945,valid
6,1,2025-01-03 06:00:00,5.2998,226.52,0.964,valid
7,1,2025-01-03 06:00:00,5.0277,218.97,0.983,valid
8,1,2025-01-03 06:00:00,4.3221,223.81,0.943,valid
9,1,2025-01-03 06:00:00,4.2867,226.56,0.939,valid
10,1,2025-01-03 06:00:00,3.7223,228.14,0.913,valid
11,1,2025-01-03 06:00:00,3.7305,225.28,0.922,valid
12,1,2025-01-03 06:00:00,3.3845,230.3,0.949,valid
13,1,2025-01-03 06:00:00,3.1795,223.29,0.937,valid
14,1,2025-01-03 06:00:00,3.4381,221.78,0.984,valid
1,2,2025-01-03 07:00:00,9.1233,227.12,0.962,valid
2,2,2025-01-03 07:00:00,7.1762,228.69,0.924,valid
3,2,2025-01-03 07:00:00,6.876,224.67,0.917,valid
4,2,2025-01-03 07:00:00,6.2144,229.29,0.979,valid
5,2,2025-01-03 07:00:00,5.7261,221.56,0.941,valid
6,2,2025-01-03 07:00:00,5.6545,219.52,0.961,valid
7,2,2025-01-03 07:00:00,5.2871,224.72,0.954,valid
8,2,2025-01-03 07:00:00,4.9558,230.77,0.915,valid
9,2,2025-01-03 07:00:00,4.3862,220.14,0.98,valid
10,2,2025-01-03 07:00:00,3.9518,219.14,0.93,valid
11,2,2025-01-03 07:00:00,3.6049,227.46,0.988,valid
12,2,2025-01-03 07:00:00,3.4023,230.17,0.922,valid
13,2,2025-01-03 07:00:00,3.3484,229.42,0.967,valid
14,2,2025-01-03 07:00:00,3.6784,226.25,0.975,valid
1,3,2025-01-03 08:00:00,12.59,227.97,0.964,valid
2,3,2025-01-03 08:00:00,9.7042,230.11,0.944,valid
3,3,2025-01-03 08:00:00,9.1022,226.66,0.948,valid
4,3,2025-01-03 08:00:00,8.2035,218.43,0.929,valid
5,3,2025-01-03 08:00:00,7.5476,227.07,0.944,valid
6,3,2025-01-03 08:00:00,7.6452,221.1,0.934,valid
7,3,2025-01-03 08:00:00,6.85,228.21,0.982,valid
8,3,2025-01-03 08:00:00,6.2626,223.01,0.967,valid
9,3,2025-01-03 08:00:00,5.6953,219.55,0.952,valid
10,3,2025-01-03 08:00:00,5.4983,219.79,0.934,valid
11,3,2025-01-03 08:00:00,4.9408,227.83,0.926,valid
12,3,2025-01-03 08:00:00,4.7356,224.0,0.916,valid
13,3,2025-01-03 08:00:00,4.6533,231.9,0.928,valid
14,3,2025-01-03 08:00:00,5.0113,227.19,0.914,valid
1,3,2025-01-03 09:00:00,12.8916,223.73,0.93,valid
2,3,2025-01-03 09:00:00,10.6812,228.23,0.918,valid
3,3,2025-01-03 09:00:00,9.4488,221.35,0.919,valid
4,3,2025-01-03 09:00:00,9.094,223.69,0.928,valid
5,3,2025-01-03 09:00:00,8.6833,231.91,0.911,valid
6,3,2025-01-03 09:00:00,7.6677,227.26,0.929,valid
7,3,2025-01-03 09:00:00,7.1775,218.39,0.986,valid
8,3,2025-01-03 09:00:00,6.5556,231.72,0.943,valid
9,3,2025-01-03 09:00:00,6.2914,222.95,0.948,valid
10,3,2025-01-03 09:00:00,6.1768,218.59,0.946,valid
11,3,2025-01-03 09:00:00,5.209,224.2,0.96,valid
12,3,2025-01-03 09:00:00,5.3425,221.81,0.964,valid
13,3,2025-01-03 09:00:00,5.3384,223.43,0.977,valid
14,3,2025-01-03 09:00:00,5.2457,223.07,0.937,valid
1,3,2025-01-03 10:00:00,13.4488,228.73,0.96,valid
2,3,2025-01-03 10:00:00,11.007,221.85,0.918,valid
3,3,2025-01-03 10:00:00,10.0625,229.32,0.986,valid
4,3,2025-01-03 10:00:00,9.138,231.26,0.938,valid
5,3,2025-01-03 10:00:00,8.4269,228.65,0.97,valid
6,3,2025-01-03 10:00:00,8.3451,224.67,0.93,valid
7,3,2025-01-03 10:00:00,7.4898,223.91,0.921,valid
8,3,2025-01-03 10:00:00,7.2477,220.23,0.911,valid
9,3,2025-01-03 10:00:00,6.1925,219.62,0.94,valid
10,3,2025-01-03 10:00:00,5.9138,218.47,0.915,valid
11,3,2025-01-03 10:00:00,5.4987,222.17,0.946,valid
12,3,2025-01-03 10:00:00,5.2172,226.09,0.96,valid
13,3,2025-01-03 10:00:00,5.4565,230.58,0.965,valid
14,3,2025-01-03 10:00:00,5.1072,220.92,0.959,valid
1,2,2025-01-03 11:00:00,12.7357,220.29,0.962,valid
2,2,2025-01-03 11:00:00,10.4802,228.26,0.914,valid
3,2,2025-01-03 11:00:00,9.4214,223.5,0.946,valid
4,2,2025-01-03 11:00:00,9.2131,225.91,0.942,valid
5,2,2025-01-03 11:00:00,8.0964,231.88,0.95,valid
6,2,2025-01-03 11:00:00,8.0595,227.8,0.948,valid
7,2,2025-01-03 11:00:00,7.7345,231.76,0.976,valid
8,2,2025-01-03 11:00:00,7.2072,221.02,0.923,valid
9,2,2025-01-03 11:00:00,6.4599,219.37,0.923,valid
10,2,2025-01-03 11:00:00,6.1585,230.32,0.938,valid
11,2,2025-01-03 11:00:00,5.5684,219.94,0.942,valid
12,2,2025-01-03 11:00:00,5.4014,222.19,0.965,valid
13,2,2025-01-03 11:00:00,4.9514,230.41,0.973,valid
14,2,2025-01-03 11:00:00,5.3816,231.95,0.927,valid
1,2,2025-01-03 12:00:00,12.014,222.94,0.924,valid
2,2,2025-01-03 12:00:00,9.7256,222.97,0.943,valid
3,2,2025-01-03 12:00:00,9.1566,229.23,0.912,valid
4,2,2025-01-03 12:00:00,8.5573,219.07,0.98,valid
5,2,2025-01-03 12:00:00,8.0412,227.33,0.979,valid
6,2,2025-01-03 12:00:00,7.2691,221.5,0.918,valid
7,2,2025-01-03 12:00:00,7.5028,223.09,0.91,valid
